年,月,日,時,分,秒,事故類別, 縣市,市區鄉鎮,路線,公里,公尺,里程,分局,工務段,向,車道線(側)名稱, 24小時內死亡人數,2-30日內死亡人數,受傷,天候,道路照明設備(11207新增),道路類別,速限, 道路型態, 事故位置,路面狀況-路面鋪裝,路面狀況-路面狀態,路面狀況-路面缺陷,道路障礙-障礙物,道路障礙-視距,號誌-號誌種類,號誌-號誌動作,車道劃分設施-分向設施,車道劃分設施-分道設施-快車道或一般車道間,車道劃分設施-分道設施-快慢車道間,車道劃分設施-分道設施-路面邊線,事故類型及型態代碼,事故類型及型態2, 當事者順位,當事者屬(性)別, 當事者事故發生時年齡,受傷程度,保護裝備,行動電話、電腦或其他相類功能裝置名稱,當事者區分(大類別),當事者區分(類別),車輛用途,飲酒情形名稱,初步分析研判子類別-主要, 肇事逃逸(是否肇逃)
2023.0,2.0,8.0,15.0,40.0,31.0,A3,宜蘭縣,頭城鎮,國道5號,30.0,0.0,30.0,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,雨,日間自然光線,國道,50.0,直路,直線匝道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,男,68.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023.0,2.0,9.0,12.0,35.0,26.0,A3,新北市,坪林區,國道5號,13.0,700.0,13.7,北分局,頭城工務段,南側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,其他障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,29,其他,1.0,肇事逃逸尚未查獲,-1.0, , , , , , , ,不明原因肇事,否
2023.0,2.0,10.0,15.0,38.0,0.0,A3,宜蘭縣,礁溪鄉,國道5號,29.0,700.0,29.7,北分局,頭城工務段,南側,交流道,0.0,0.0,0.0,陰,日間自然光線,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,49.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,疲勞(患病)駕駛失控,否
2023.0,2.0,10.0,19.0,22.0,24.0,A3,新北市,石碇區,國道5號,4.0,0.0,4.0,北分局,頭城工務段,南側,服務區,0.0,0.0,0.0,雨,夜間(或隧道、地下道、涵洞)有照明,其他,25.0,廣場,其他,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,9,其他,1.0,男,19.0,未受傷,不明,未使用,人,乘客,其他,非駕駛人，未檢測,其他引起事故之疏失或行為,否
2023.0,2.0,11.0,20.0,30.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,31.0,700.0,31.7,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,32.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,11.0,19.0,16.0,0.0,A3,新北市,坪林區,國道5號,14.0,800.0,14.8,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,男,57.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023.0,2.0,11.0,22.0,10.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,32.0,0.0,32.0,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,22.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,11.0,21.0,19.0,0.0,A3,宜蘭縣,礁溪鄉,國道5號,30.0,200.0,30.2,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,43.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,11.0,21.0,43.0,0.0,A3,宜蘭縣,礁溪鄉,國道5號,31.0,300.0,31.3,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)無照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,34.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,12.0,12.0,10.0,0.0,A3,宜蘭縣,蘇澳鎮,國道5號,54.0,0.0,54.0,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,日間自然光線,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,40.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,租賃車,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,12.0,18.0,13.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,23.0,700.0,23.7,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,52.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,12.0,15.0,50.0,7.0,A3,新北市,石碇區,國道5號,3.0,500.0,3.5,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,36.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,13.0,10.0,30.0,0.0,A3,新北市,坪林區,國道5號,22.0,700.0,22.7,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,40.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,13.0,11.0,59.0,30.0,A3,宜蘭縣,羅東鎮,國道5號,46.0,400.0,46.4,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,直路,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,17,其他,1.0,男,40.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,曳引車,營業用,其他,經觀察未飲酒,不明原因肇事,否
2023.0,2.0,14.0,17.0,6.0,0.0,A3,臺北市,南港區,國道5號,0.0,700.0,0.7,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,雨,日間自然光線,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,女,28.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,15.0,16.0,9.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,30.0,200.0,30.2,北分局,頭城工務段,南側,交流道,0.0,0.0,0.0,陰,日間自然光線,國道,40.0,彎曲路及附近,環道匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,26.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未依規定減速,否
2023.0,2.0,15.0,16.0,7.0,0.0,A3,宜蘭縣,壯圍鄉,國道5號,42.0,200.0,42.2,北分局,頭城工務段,南側,外側,0.0,0.0,0.0,陰,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,29,其他,1.0,無或物(動物、堆置物),-1.0, , , , , , , ,不明原因肇事,否
2023.0,2.0,16.0,23.0,19.0,19.0,A3,宜蘭縣,頭城鎮,國道5號,29.0,700.0,29.7,北分局,頭城工務段,南側,交流道,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,40.0,彎曲路及附近,環道匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,44.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,疲勞(患病)駕駛失控,否
2023.0,2.0,16.0,10.0,8.0,5.0,A3,新北市,石碇區,國道5號,4.0,600.0,4.6,北分局,頭城工務段,南側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,男,65.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023.0,2.0,17.0,10.0,36.0,37.0,A3,宜蘭縣,蘇澳鎮,國道5號,53.0,800.0,53.8,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,男,25.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經觀察未飲酒,變換車道或方向不當,否
2023.0,2.0,17.0,13.0,40.0,33.0,A3,新北市,石碇區,國道5號,4.0,0.0,4.0,北分局,頭城工務段,南側,服務區,0.0,0.0,0.0,晴,日間自然光線,其他,25.0,廣場,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,14,倒車撞,1.0,女,44.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,倒車未依規定,否
2023.0,2.0,17.0,14.0,25.0,50.0,A3,新北市,石碇區,國道5號,4.0,0.0,4.0,北分局,頭城工務段,南側,服務區,0.0,0.0,0.0,晴,日間自然光線,其他,25.0,廣場,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,14,倒車撞,1.0,男,21.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,倒車未依規定,否
2023.0,2.0,18.0,20.0,17.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,29.0,700.0,29.7,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,17,其他,1.0,男,38.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,曳引車,營業用,其他,無法檢測,不明原因肇事,否
2023.0,2.0,18.0,8.0,57.0,0.0,A3,新北市,坪林區,國道5號,15.0,800.0,15.8,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,39.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,18.0,11.0,30.0,0.0,A3,新北市,坪林區,國道5號,14.0,800.0,14.8,北分局,頭城工務段,南側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,25.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,租賃車,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,19.0,8.0,13.0,0.0,A3,新北市,坪林區,國道5號,16.0,200.0,16.2,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,51.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,疲勞(患病)駕駛失控,否
2023.0,2.0,20.0,13.0,48.0,2.0,A3,宜蘭縣,蘇澳鎮,國道5號,54.0,0.0,54.0,北分局,頭城工務段,南側,服務區,0.0,0.0,0.0,晴,日間自然光線,國道,30.0,其他,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,14,倒車撞,1.0,女,40.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,無法檢測,倒車未依規定,是
2023.0,2.0,20.0,17.0,28.0,42.0,A3,新北市,石碇區,國道5號,4.0,0.0,4.0,北分局,頭城工務段,南側,服務區,0.0,0.0,0.0,雨,日間自然光線,其他,25.0,廣場,其他,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,14,倒車撞,1.0,女,26.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,倒車未依規定,否
2023.0,2.0,21.0,7.0,10.0,45.0,A3,宜蘭縣,礁溪鄉,國道5號,32.0,500.0,32.5,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,陰,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,男,53.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023.0,2.0,23.0,10.0,29.0,46.0,A3,新北市,石碇區,國道5號,4.0,200.0,4.2,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,雨,日間自然光線,國道,80.0,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,41.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,2.0,25.0,22.0,18.0,0.0,A3,新北市,石碇區,國道5號,4.0,500.0,4.5,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,雨,夜間(或隧道、地下道、涵洞)有照明,國道,50.0,直路,直線匝道,柏油,濕潤,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,33.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,26.0,19.0,41.0,0.0,A3,宜蘭縣,礁溪鄉,國道5號,22.0,300.0,22.3,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,陰,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,26.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,26.0,16.0,40.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,29.0,700.0,29.7,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,晴,日間自然光線,國道,50.0,直路,直線匝道,水泥,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,34.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,26.0,21.0,30.0,0.0,A3,宜蘭縣,頭城鎮,國道5號,31.0,500.0,31.5,北分局,頭城工務段,南側,外側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,29,其他,1.0,無或物(動物、堆置物),-1.0, , , , , , , ,不明原因肇事,否
2023.0,2.0,27.0,14.0,0.0,0.0,A3,宜蘭縣,礁溪鄉,國道5號,31.0,100.0,31.1,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,33.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,27.0,15.0,49.0,53.0,A3,宜蘭縣,礁溪鄉,國道5號,30.0,600.0,30.6,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,34.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,27.0,12.0,36.0,0.0,A3,宜蘭縣,礁溪鄉,國道5號,30.0,500.0,30.5,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,30.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,27.0,16.0,45.0,46.0,A3,新北市,坪林區,國道5號,14.0,500.0,14.5,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,晴,日間自然光線,國道,40.0,三岔路,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,附標記,車道線(附標記),未繪設快慢車道分隔線,有,16,側撞,1.0,男,31.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,右轉彎未依規定,否
2023.0,2.0,27.0,17.0,16.0,13.0,A3,新北市,坪林區,國道5號,14.0,500.0,14.5,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,晴,日間自然光線,專用道路,40.0,直路,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,40.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,27.0,19.0,54.0,0.0,A3,新北市,石碇區,國道5號,5.0,600.0,5.6,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,53.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,2.0,27.0,20.0,50.0,0.0,A3,新北市,石碇區,國道5號,5.0,500.0,5.5,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,29.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023.0,2.0,27.0,21.0,15.0,33.0,A3,新北市,坪林區,國道5號,11.0,0.0,11.0,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,女,24.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,28.0,12.0,48.0,0.0,A3,宜蘭縣,蘇澳鎮,國道5號,54.0,0.0,54.0,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,40.0,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,39.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,2.0,28.0,0.0,26.0,56.0,A3,宜蘭縣,五結鄉,國道5號,45.0,100.0,45.1,北分局,頭城工務段,北側,交流道,0.0,0.0,0.0,雨,夜間(或隧道、地下道、涵洞)有照明,國道,50.0,直路,直線匝道,水泥,濕潤,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,13,追撞,1.0,男,24.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,無法檢測,未注意車前狀態,否
2023.0,2.0,28.0,14.0,47.0,48.0,A3,新北市,石碇區,國道5號,4.0,0.0,4.0,北分局,頭城工務段,南側,服務區,0.0,0.0,0.0,晴,日間自然光線,其他,25.0,廣場,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,14,倒車撞,1.0,男,26.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,倒車未依規定,否
2023.0,2.0,28.0,16.0,25.0,23.0,A3,新北市,石碇區,國道5號,4.0,700.0,4.7,北分局,頭城工務段,北側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1.0,男,61.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,3.0,3.0,23.0,20.0,47.0,A3,新北市,坪林區,國道5號,11.0,0.0,11.0,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,晴,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,23.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,租賃車,其他,經檢測無酒精反應,車輪脫落或輪胎爆裂,否
2023.0,3.0,3.0,11.0,40.0,35.0,A3,臺北市,南港區,國道5號,0.0,100.0,0.1,北分局,頭城工務段,南側,外側,0.0,0.0,0.0,晴,日間自然光線,國道,80.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,38.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,租賃車,其他,無法檢測,未注意車前狀態,否
2023.0,3.0,4.0,8.0,10.0,0.0,A3,新北市,坪林區,國道5號,15.0,0.0,15.0,北分局,頭城工務段,南側,內側,0.0,0.0,0.0,陰,日間自然光線,國道,90.0,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1.0,男,39.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023.0,3.0,4.0,5.0,45.0,47.0,A3,新北市,石碇區,國道5號,3.0,200.0,3.2,北分局,頭城工務段,北側,內側,0.0,0.0,0.0,陰,夜間(或隧道、地下道、涵洞)有照明,國道,80.0,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1.0,男,51.0,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
