年,月,日,時,分,秒,事故類別, 縣市,市區鄉鎮,路線,公里,公尺,里程,分局,工務段,向,車道線(側)名稱, 24小時內死亡人數,2-30日內死亡人數,受傷,天候,道路照明設備(11207新增),道路類別,速限, 道路型態, 事故位置,路面狀況-路面鋪裝,路面狀況-路面狀態,路面狀況-路面缺陷,道路障礙-障礙物,道路障礙-視距,號誌-號誌種類,號誌-號誌動作,車道劃分設施-分向設施,車道劃分設施-分道設施-快車道或一般車道間,車道劃分設施-分道設施-快慢車道間,車道劃分設施-分道設施-路面邊線,事故類型及型態代碼,事故類型及型態2, 當事者順位,當事者屬(性)別, 當事者事故發生時年齡,受傷程度,保護裝備,行動電話、電腦或其他相類功能裝置名稱,當事者區分(大類別),當事者區分(類別),車輛用途,飲酒情形名稱,初步分析研判子類別-主要, 肇事逃逸(是否肇逃)
2023,3,1,16,16,00,A2,新北市,林口區,國道1號,34,800,34.8,北分局,內湖工務段,北側,輔助車道往高公局方向,0,0,1,陰,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,62,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,1,11,25,00,A2,桃園市,蘆竹區,國道1號,51,300,51.3,北分局,中壢工務段,南側,內側,0,0,1,晴,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,20,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,4,12,02,00,A2,桃園市,蘆竹區,國道1號,49,400,49.4,北分局,中壢工務段,南側,輔助,0,0,1,晴,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,25,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,9,06,46,25,A2,桃園市,蘆竹區,國道1號,50,0,50,北分局,中壢工務段,北側,外側,0,0,1,陰,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,54,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,大貨車,營業用,其他,經檢測無酒精反應,變換車道或方向不當,是
2023,3,10,00,07,00,A2,新北市,林口區,國道1號,40,200,40.2,北分局,內湖工務段,南側,爬坡,0,0,2,晴,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,47,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,11,17,25,05,A2,新北市,林口區,國道1號,38,400,38.4,北分局,內湖工務段,北側,高架內側車道,0,0,1,晴,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,45,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,3,6,17,13,00,A2,桃園市,龜山區,國道1號,42,600,42.6,北分局,中壢工務段,北側,路肩,0,0,1,晴,日間自然光線,國道,60,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,44,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,半聯結車,營業用,其他,經檢測無酒精反應,未保持行車安全間隔,否
2023,3,15,18,16,00,A2,新北市,林口區,國道1號,37,700,37.7,北分局,內湖工務段,北側,外側,0,0,1,晴,晨或暮光,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,55,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,10,18,53,28,A2,新北市,林口區,國道1號,40,700,40.7,北分局,內湖工務段,北側,外側,0,0,1,陰,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,26,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,10,07,20,00,A2,桃園市,蘆竹區,國道1號,44,400,44.4,北分局,中壢工務段,北側,高架外側車道,0,0,2,晴,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,29,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,大客車,遊覽車,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,12,18,24,00,A2,新北市,林口區,國道1號,34,800,34.8,北分局,內湖工務段,北側,輔助外側,0,0,1,雨,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,45,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,17,10,22,00,A2,新北市,林口區,國道1號,38,500,38.5,北分局,內湖工務段,北側,內側,0,0,1,晴,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,52,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,3,6,14,27,11,A2,桃園市,蘆竹區,國道1號,44,400,44.4,北分局,中壢工務段,南側,高乘載車道,0,0,1,晴,日間自然光線,國道,100,直路,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,54,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,計程車,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,19,12,55,19,A2,新北市,泰山區,國道1號,33,600,33.6,北分局,內湖工務段,北側,出口外側車道,0,0,3,晴,日間自然光線,國道,40,直路,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,28,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,19,06,26,00,A2,桃園市,蘆竹區,國道1號,47,200,47.2,北分局,中壢工務段,北側,輔助,0,0,1,陰,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,45,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,3,17,21,15,00,A2,桃園市,龜山區,國道1號,43,500,43.5,北分局,中壢工務段,南側,中線,0,0,1,陰,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,37,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,22,10,00,00,A2,桃園市,龜山區,國道1號,42,400,42.4,北分局,中壢工務段,南側,高架高乘載車道,0,0,7,晴,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,36,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,26,00,16,00,A2,桃園市,蘆竹區,國道1號,50,0,50,北分局,中壢工務段,北側,外側,0,0,5,雨,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,26,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,不明,變換車道或方向不當,是
2023,3,28,07,30,50,A2,新北市,五股區,國道1號,31,200,31.2,北分局,內湖工務段,北側,外側,0,0,2,陰,日間自然光線,國道,100,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,25,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,19,00,13,18,A2,桃園市,蘆竹區,國道1號,46,200,46.2,北分局,中壢工務段,南側,輔助,0,0,1,晴,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,21,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,租賃車,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,3,28,10,03,00,A2,桃園市,蘆竹區,國道1號,46,500,46.5,北分局,中壢工務段,南側,高乘載車道,0,0,1,陰,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,道路工事(程)中,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,35,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,28,15,30,01,A2,桃園市,蘆竹區,國道1號,44,700,44.7,北分局,中壢工務段,南側,外側,0,0,1,陰,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,54,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,3,21,21,20,00,A2,桃園市,蘆竹區,國道1號,38,400,38.4,北分局,內湖工務段,北側,內側,0,0,4,晴,夜間(或隧道、地下道、涵洞)有照明,國道,100,高架道路,快車道,柏油,冰雪,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,17,其他,1,男,60,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,29,20,00,00,A2,新北市,泰山區,國道1號,34,400,34.4,北分局,內湖工務段,北側,內側,0,0,1,雨,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,24,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,30,22,00,00,A2,桃園市,蘆竹區,國道1號,45,900,45.9,北分局,中壢工務段,南側,中線,0,0,2,陰,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,女,20,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,3,31,12,54,02,A2,桃園市,蘆竹區,國道1號,44,600,44.6,北分局,中壢工務段,北側,高架內側車道,0,0,4,陰,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,29,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,13,15,05,00,A2,桃園市,蘆竹區,國道1號,51,500,51.5,北分局,中壢工務段,南側,輔助內側,0,0,3,陰,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,49,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,31,22,12,00,A2,新北市,林口區,國道1號,38,0,38,北分局,內湖工務段,北側,內側,0,0,2,晴,夜間(或隧道、地下道、涵洞)有照明,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,53,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,3,2,16,04,36,A2,臺北市,中山區,國道1號,23,400,23.4,北分局,內湖工務段,南側,外側,0,0,1,晴,日間自然光線,國道,100,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,45,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,大貨車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,10,09,10,45,A2,新北市,汐止區,國道1號,14,200,14.2,北分局,內湖工務段,南側,外側,0,0,2,晴,日間自然光線,國道,90,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,46,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,大貨車,營業用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,11,11,00,51,A2,臺北市,內湖區,國道1號,19,0,19,北分局,內湖工務段,北側,入口匝道,0,0,1,晴,日間自然光線,國道,40,高架道路,環道匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,44,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,11,17,10,41,A2,新北市,三重區,國道1號,26,300,26.3,北分局,內湖工務段,北側,輔助,0,0,1,晴,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,39,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,13,13,50,00,A2,基隆市,安樂區,國道1號,0,500,0.5,北分局,內湖工務段,北側,內側,0,0,1,陰,夜間(或隧道、地下道、涵洞)有照明,國道,60,隧道,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,56,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,3,15,20,42,26,A2,臺北市,松山區,國道1號,19,500,19.5,北分局,內湖工務段,南側,外側,0,0,1,晴,夜間(或隧道、地下道、涵洞)有照明,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,62,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,計程車,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,3,19,16,06,15,A2,新北市,三重區,國道1號,26,900,26.9,北分局,內湖工務段,北側,外側,0,0,2,晴,日間自然光線,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,74,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,24,17,10,22,A2,新北市,三重區,國道1號,27,800,27.8,北分局,內湖工務段,南側,中內,0,0,1,晴,夜間(或隧道、地下道、涵洞)有照明,國道,100,高架道路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,62,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,計程車,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,3,27,13,30,46,A2,臺北市,內湖區,國道1號,16,0,16,北分局,內湖工務段,北側,外側,0,0,1,雨,日間自然光線,國道,100,高架道路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,27,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,3,27,13,59,52,A2,新北市,汐止區,國道1號,9,500,9.5,北分局,內湖工務段,南側,輔助,0,0,1,雨,日間自然光線,國道,100,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,40,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,4,1,11,00,00,A2,臺中市,霧峰區,國道3號,210,500,210.5,中分局,南投工務段,北側,外側,0,0,1,雨,日間自然光線,國道,110,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,29,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,4,11,09,41,00,A2,彰化縣,和美鎮,國道3號,192,0,192,中分局,大甲工務段,南側,路肩,0,0,1,晴,日間自然光線,國道,50,彎曲路及附近,環道匝道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,21,受傷,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,4,10,17,15,35,A2,彰化縣,彰化市,國道3號,198,400,198.4,中分局,南投工務段,北側,外側,0,0,1,晴,日間自然光線,國道,90,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,27,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,大貨車,營業用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,4,4,19,01,00,A2,臺中市,霧峰區,國道6號,0,400,0.4,中分局,南投工務段,西側,外側,0,0,3,晴,夜間(或隧道、地下道、涵洞)有照明,國道,80,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,20,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,4,24,11,28,00,A2,南投縣,草屯鎮,國道6號,10,600,10.6,中分局,南投工務段,東側,外側,0,0,2,晴,日間自然光線,國道,90,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,49,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,半聯結車,自用,其他,經檢測無酒精反應,變換車道或方向不當,否
2023,4,14,13,30,00,A2,臺中市,霧峰區,國道3號,212,0,212,中分局,南投工務段,北側,外側,0,0,1,晴,日間自然光線,國道,110,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,23,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,4,23,07,28,17,A2,臺中市,霧峰區,國道3號,213,200,213.2,中分局,南投工務段,南側,中線,0,0,5,晴,日間自然光線,國道,110,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,28,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,4,7,07,10,00,A2,臺中市,大甲區,國道3號,165,800,165.8,中分局,大甲工務段,北側,內側,0,0,1,陰,日間自然光線,國道,110,直路,快車道,柏油,濕潤,無缺陷,其他障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,17,其他,1,肇事逃逸尚未查獲,-1, , , , , , , ,不明原因肇事,是
2023,4,10,19,23,00,A2,臺中市,沙鹿區,國道3號,182,300,182.3,中分局,大甲工務段,北側, ,0,0,2,晴,夜間(或隧道、地下道、涵洞)有照明,國道,50,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,57,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,4,16,15,13,05,A2,臺中市,清水區,國道3號,171,200,171.2,中分局,大甲工務段,北側,路肩,0,0,5,晴,日間自然光線,國道,110,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,17,其他,1,男,26,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,不明原因肇事,是
2023,4,20,05,00,20,A2,臺中市,龍井區,國道3號,189,0,189,中分局,大甲工務段,北側,路肩,0,0,1,雨,夜間(或隧道、地下道、涵洞)無照明,國道,110,直路,路肩、路緣,柏油,濕潤,無缺陷,無障礙物,其他,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,37,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,4,20,15,47,00,A2,臺中市,龍井區,國道3號,184,500,184.5,中分局,大甲工務段,南側,中線,0,0,2,陰,日間自然光線,國道,110,直路,快車道,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,12,同向擦撞,1,男,64,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小貨車(含客、貨兩用),自用,其他,經檢測無酒精反應,未注意車前狀態,否
2023,4,22,19,20,51,A2,臺中市,外埔區,國道3號,165,300,165.3,中分局,大甲工務段,南側,路肩,0,0,1,晴,夜間(或隧道、地下道、涵洞)無照明,國道,110,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,18,路上翻車、摔倒,1,女,58,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,機車,普通重型,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,4,23,01,18,08,A2,彰化縣,和美鎮,國道3號,189,300,189.3,中分局,大甲工務段,北側,路肩,0,0,1,晴,夜間(或隧道、地下道、涵洞)無照明,國道,110,直路,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,40,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,4,20,08,20,00,A2,臺中市,大肚區,國道3號,188,500,188.5,中分局,大甲工務段,南側,路肩,0,0,1,雨,日間自然光線,國道,110,直路,路肩、路緣,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,40,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,4,20,09,00,00,A2,臺中市,大肚區,國道3號,188,0,188,中分局,大甲工務段,南側,路肩,0,0,1,雨,日間自然光線,國道,110,直路,路肩、路緣,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,27,受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
2023,4,26,07,25,00,A2,彰化縣,和美鎮,國道3號,189,600,189.6,中分局,大甲工務段,南側,外側,0,0,1,陰,日間自然光線,國道,110,直路,快車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,13,追撞,1,男,28,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,大貨車,營業用,其他,經檢測無酒精反應,未保持行車安全距離,否
2023,4,20,07,56,00,A2,臺中市,外埔區,國道3號,161,800,161.8,中分局,大甲工務段,南側,路肩,0,0,1,雨,日間自然光線,國道,110,直路,路肩、路緣,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,20,撞護欄(樁),1,男,29,未受傷,戴安全帽或繫安全帶(使用幼童安全椅),未使用,小客車,自用,其他,經檢測無酒精反應,其他引起事故之違規或不當行為,否
